date,smart_warning_tier,pre_warning_tier,smart_warning_tier_10d_path,pre_warning_tier_10d_path,warning_level,signal_stage,action,warning_source,warning_sources,switch_reason
2021-01-25,none,none,none->none->none->none->warning->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-22,none,none,none->none->none->none->none->warning->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-21,none,none,none->none->none->none->none->none->warning->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-20,none,none,none->none->none->none->none->none->none->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-19,none,none,none->none->none->none->none->none->none->none->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-15,warning,none,warning->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2021-01-14,none,none,none->warning->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-13,none,none,none->none->warning->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-12,none,none,none->none->none->warning->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-11,none,none,none->none->none->none->warning->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-08,none,none,none->none->none->none->none->warning->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-07,none,none,none->none->none->none->none->none->warning->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-06,none,none,none->none->none->none->none->none->none->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-05,none,none,none->none->none->none->none->none->none->none->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2021-01-04,warning,none,none->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|sentiment_factor|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-12-31,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-30,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-29,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-28,none,none,warning->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-24,none,none,warning->warning->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-23,none,none,none->warning->warning->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-22,none,none,none->none->warning->warning->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-21,none,none,none->none->none->warning->warning->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-18,none,none,none->none->none->none->warning->warning->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-17,none,none,none->none->none->none->none->warning->warning->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-16,none,none,none->none->none->none->none->none->warning->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-15,none,none,none->none->none->none->none->none->none->warning->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-14,warning,none,none->none->none->none->none->none->none->none->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-12-11,warning,none,none->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-12-10,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-09,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-08,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-07,none,none,warning->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-04,none,none,warning->warning->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-03,none,none,none->warning->warning->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-02,none,none,none->none->warning->warning->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-12-01,none,none,none->none->none->warning->warning->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-30,none,none,none->none->none->none->warning->warning->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-27,none,none,none->none->none->none->none->warning->warning->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-25,none,none,none->none->none->none->none->none->warning->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-24,none,none,none->none->none->none->none->none->none->warning->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-23,warning,none,none->none->none->none->none->none->none->none->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-11-20,warning,none,none->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-11-19,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-18,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-17,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-16,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-13,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-12,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-11,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-10,none,none,none->none->none->none->none->none->none->none->none->none,warning->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-09,none,none,none->none->none->none->none->none->none->none->none->none,warning->warning->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-06,none,none,warning->none->none->none->none->none->none->none->none->none,none->warning->warning->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-05,none,none,warning->warning->none->none->none->none->none->none->none->none,none->none->warning->warning->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-04,none,none,warning->warning->warning->none->none->none->none->none->none->none,none->none->none->warning->warning->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-11-03,none,none,warning->warning->warning->warning->none->none->none->none->none->none,none->none->none->none->warning->warning->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-11-02,none,none,warning->warning->warning->warning->warning->none->none->none->none->none,none->none->none->none->none->warning->warning->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-10-30,none,none,none->warning->warning->warning->warning->warning->none->none->none->none,warning->none->none->none->none->none->warning->warning->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-10-29,none,none,none->none->warning->warning->warning->warning->warning->none->none->none,none->warning->none->none->none->none->none->warning->warning->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-10-28,none,warning,none->none->none->warning->warning->warning->warning->warning->none->none,none->none->warning->none->none->none->none->none->warning->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,high_hurst|sentiment_factor|shortterm_dd_momentum|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|shortterm_dd_momentum
2020-10-27,none,warning,none->none->none->none->warning->warning->warning->warning->warning->none,none->none->none->warning->none->none->none->none->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|sentiment_factor|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-10-26,warning,none,none->none->none->none->none->warning->warning->warning->warning->warning,none->none->none->none->warning->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|sentiment_factor|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-10-23,warning,none,none->none->none->none->none->none->warning->warning->warning->warning,none->none->none->none->none->warning->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-10-22,warning,none,none->none->none->none->none->none->none->warning->warning->warning,none->none->none->none->none->none->warning->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-10-21,warning,none,none->none->none->none->none->none->none->none->warning->warning,none->none->none->none->none->none->none->warning->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-10-20,warning,none,none->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->warning->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-10-19,none,warning,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-10-16,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-10-15,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-10-14,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-10-13,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-10-12,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-10-09,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-10-08,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-10-07,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-10-06,none,none,none->none->none->none->none->none->none->none->none->none,warning->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-10-05,none,none,none->none->none->none->none->none->none->none->none->none,none->warning->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-10-02,none,none,none->none->none->none->none->none->none->none->none->none,warning->none->warning->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-10-01,none,none,none->none->none->none->none->none->none->none->none->none,none->warning->none->warning->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-09-30,none,none,none->none->none->none->none->none->none->none->none->none,none->none->warning->none->warning->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-09-29,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->warning->none->warning->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-09-28,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->warning->none->warning->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-09-25,none,none,none->none->none->none->none->none->none->none->none->none,warning->none->none->none->none->warning->none->warning->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-09-24,none,none,none->none->none->none->none->none->none->none->none->none,none->warning->none->none->none->none->warning->none->warning->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-09-23,none,warning,none->none->none->none->none->none->none->none->none->none,none->none->warning->none->none->none->none->warning->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,high_hurst|sentiment_factor|shortterm_dd_momentum|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|shortterm_dd_momentum
2020-09-22,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->warning->none->none->none->none->warning->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-09-21,none,warning,none->none->none->none->none->none->none->none->none->none,warning->none->none->none->warning->none->none->none->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,high_hurst|sentiment_factor|shortterm_dd_momentum|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|shortterm_dd_momentum
2020-09-18,none,none,none->none->none->none->none->none->none->none->none->none,warning->warning->none->none->none->warning->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-09-17,none,none,warning->none->none->none->none->none->none->none->none->none,none->warning->warning->none->none->none->warning->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-09-16,none,none,none->warning->none->none->none->none->none->none->none->none,none->none->warning->warning->none->none->none->warning->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-09-15,none,none,none->none->warning->none->none->none->none->none->none->none,none->none->none->warning->warning->none->none->none->warning->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-09-14,none,warning,none->none->none->warning->none->none->none->none->none->none,none->none->none->none->warning->warning->none->none->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-09-11,none,none,none->none->none->none->warning->none->none->none->none->none,none->none->none->none->none->warning->warning->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-09-10,none,none,none->none->none->none->none->warning->none->none->none->none,none->none->none->none->none->none->warning->warning->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-09-09,none,none,none->none->none->none->none->none->warning->none->none->none,none->none->none->none->none->none->none->warning->warning->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-09-08,none,warning,none->none->none->none->none->none->none->warning->none->none,none->none->none->none->none->none->none->none->warning->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,high_hurst|sentiment_factor|shortterm_dd_momentum|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|shortterm_dd_momentum
2020-09-04,none,warning,none->none->none->none->none->none->none->none->warning->none,none->none->none->none->none->none->none->none->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-09-03,warning,none,none->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|sentiment_factor|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-09-02,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-09-01,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-31,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-28,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-27,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-26,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-25,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-24,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-21,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-20,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-19,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-18,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-17,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-14,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-13,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-12,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-11,none,none,warning->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-10,none,none,warning->warning->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-07,none,none,none->warning->warning->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-06,none,none,none->none->warning->warning->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-05,none,none,none->none->none->warning->warning->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-04,none,none,none->none->none->none->warning->warning->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-08-03,none,none,none->none->none->none->none->warning->warning->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-07-31,none,none,none->none->none->none->none->none->warning->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-07-30,none,none,none->none->none->none->none->none->none->warning->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-07-29,warning,none,none->none->none->none->none->none->none->none->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-07-28,warning,none,none->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2020-07-27,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-07-24,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-07-23,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-07-22,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-07-21,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
